,DATA_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASIL,CPB_ROE,PAIS_OBRA,REGISTRO_SALA,NOME_SALA,PUBLICO,REGISTRO_GRUPO_EXIBIDOR,REGISTRO_EXIBIDOR,REGISTRO_COMPLEXO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_EXIBIDORA,CNPJ_EXIBIDORA
37330,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5005007,CINESYSTEM S SULACAP 04,,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37335,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5003043,CINESYSTEM VIA BRASIL 2,2.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37336,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5003039,CINESYSTEM VIA BRASIL 5,2.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37337,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000708,DOWTOWN 7,10.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37338,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000708,DOWTOWN 7,3.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37339,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000708,DOWTOWN 7,,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37340,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000708,DOWTOWN 7,2.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37341,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000213,IGUATEMI 4,6.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37342,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5002782,ILHA PLAZA 02,2.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37343,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5003372,JARDIM GUADALUPE 01,,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
37344,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5003372,JARDIM GUADALUPE 01,11.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
37348,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5001957,KINOPLEX NOVA AMÉRICA SALA 01,7.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37351,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5002890,KINOPLEX WEST SHOPPING RIO 03,18.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37364,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000771,NEW YORK CITY CENTER - SALA 07,52.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37370,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000064,SALA KINOPLEX MADUREIRA 04,4.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37374,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5000076,SÃO LUIZ 2,3.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37376,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5002056,UCI - KINOPLEX NORTE SHOPPING - SALA 01,4.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37379,03/08/2024,VOTOS,,B2200346400000,BRASIL,5007162,CINESYSTEM BOTAFOGO SALA 03,35.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37396,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5007164,CINESYSTEM BOTAFOGO SALA 05,22.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37397,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5007164,CINESYSTEM BOTAFOGO SALA 05,52.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37403,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5000708,DOWTOWN 7,37.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37416,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5002205,KINOPLEX FASHION MALL SALA 01 (PLATINUM),10.0,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37417,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5002205,KINOPLEX FASHION MALL SALA 01 (PLATINUM),17.0,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37418,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5002205,KINOPLEX FASHION MALL SALA 01 (PLATINUM),36.0,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37432,03/08/2024,WICKED LITTLE LETTERS,PEQUENAS CARTAS OBSCENAS,E2400117400000,INGLATERRA,5006824,SALA KINOPLEX LEBLON GLOBOPLAY 1,43.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37458,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5006100,CINESYSTEM AMÉRICAS 08,,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37462,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5005008,CINESYSTEM S SULACAP 05,11.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37467,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5000216,IGUATEMI 7,9.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37474,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5001960,KINOPLEX NOVA AMÉRICA SALA 04,68.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37481,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5002178,KINOPLEX TIJUCA SALA 04,50.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37482,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5005019,KINOPLEX VIA PARQUE 5,10.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37487,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5000771,NEW YORK CITY CENTER - SALA 07,38.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37488,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5000773,NEW YORK CITY CENTER - SALA 09,39.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37489,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5000773,NEW YORK CITY CENTER - SALA 09,34.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37503,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5002053,UCI - KINOPLEX NORTE SHOPPING - SALA 08,45.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37504,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5002053,UCI - KINOPLEX NORTE SHOPPING - SALA 08,43.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37509,04/08/2024,A QUIET PLACE: DAY ONE,UM LUGAR SILENCIOSO - DIA UM,E2400134100000,ESTADOS UNIDOS,5003755,UCI BRASIL SPCG - SALA 07,22.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37521,04/08/2024,AKU WA SONZAI SHINAI,O MAL NÃO EXISTE,E2400245700000,JAPÃO,5007161,CINESYSTEM BOTAFOGO SALA 02,34.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37522,04/08/2024,AKU WA SONZAI SHINAI,O MAL NÃO EXISTE,E2400245700000,JAPÃO,5007161,CINESYSTEM BOTAFOGO SALA 02,22.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37546,04/08/2024,AVASSALADORAS 2.0,,B2400119900000,BRASIL,5003637,VILLAGE MALL 04,8.0,6000018.0,1843,22951,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37553,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5004998,CINESYSTEM AMERICAS 02,7.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37554,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5006101,CINESYSTEM AMÉRICAS 09,,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37555,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5007165,CINESYSTEM BOTAFOGO SALA 06,1.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37560,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5000711,DOWTOWN 10,2.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37565,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5000771,NEW YORK CITY CENTER - SALA 07,,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37566,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5000771,NEW YORK CITY CENTER - SALA 07,16.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37567,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5000771,NEW YORK CITY CENTER - SALA 07,10.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37581,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5002050,UCI - KINOPLEX NORTE SHOPPING - SALA 04,,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37582,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5002053,UCI - KINOPLEX NORTE SHOPPING - SALA 08,,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37583,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5002053,UCI - KINOPLEX NORTE SHOPPING - SALA 08,42.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37587,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5003763,UCI BRASIL - PARK CG - SALA 06,13.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37588,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5003765,UCI BRASIL - PARK SHOPPING CG - SALA 2,,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37597,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5006741,UCI PARK JACAREPAGUÁ 3,8.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37610,04/08/2024,BANDIDA,,B2400093000000,BRASIL,5003637,VILLAGE MALL 04,8.0,6000018.0,1843,22951,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37690,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5000702,DOWTOWN 1,55.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37691,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5000702,DOWTOWN 1,4.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37708,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5001958,KINOPLEX NOVA AMÉRICA SALA 02,116.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37709,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5001960,KINOPLEX NOVA AMÉRICA SALA 04,67.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37710,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5001960,KINOPLEX NOVA AMÉRICA SALA 04,125.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37715,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5000065,KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01,57.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37716,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5000065,KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01,122.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37740,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5000766,NEW YORK CITY CENTER - SALA 02,59.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37741,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5000779,NEW YORK CITY CENTER - SALA 15,89.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37775,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5004747,SALA METROPOLITANO BARRA 06,93.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37799,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5002051,UCI - KINOPLEX NORTE SHOPPING - SALA 02,146.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37800,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5002050,UCI - KINOPLEX NORTE SHOPPING - SALA 04,72.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37804,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5003765,UCI BRASIL - PARK SHOPPING CG - SALA 2,135.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37806,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5003766,UCI BRASIL - SHOPPING CG - SALA 03,53.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37814,04/08/2024,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,E2400243000000,CORÉIA DO SUL,5006744,UCI PARK JACAREPAGUÁ 6,43.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37836,04/08/2024,"DE REPENTE, MISS!",,B2300374700000,BRASIL,5004997,CINESYSTEM AMERICAS 01,2.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37837,04/08/2024,"DE REPENTE, MISS!",,B2300374700000,BRASIL,5005000,CINESYSTEM AMERICAS 04,,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37841,04/08/2024,"DE REPENTE, MISS!",,B2300374700000,BRASIL,5005009,CINESYSTEM S SULACAP 06,,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37842,04/08/2024,"DE REPENTE, MISS!",,B2300374700000,BRASIL,5003041,CINESYSTEM VIA BRASIL 4,,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37843,04/08/2024,"DE REPENTE, MISS!",,B2300374700000,BRASIL,5003044,CINESYSTEM VIA BRASIL 6,,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
38035,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000339,BOTAFOGO 3,15.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38036,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000339,BOTAFOGO 3,40.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38037,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000339,BOTAFOGO 3,140.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38038,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000339,BOTAFOGO 3,129.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38039,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000341,BOTAFOGO 5,2.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38040,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000341,BOTAFOGO 5,56.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38041,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000341,BOTAFOGO 5,102.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38042,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000341,BOTAFOGO 5,85.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38043,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000342,BOTAFOGO 6,12.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38044,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000342,BOTAFOGO 6,36.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38045,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000342,BOTAFOGO 6,14.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38046,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000342,BOTAFOGO 6,45.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38071,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000235,CARIOCA SHOPPING 1,21.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38072,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000235,CARIOCA SHOPPING 1,48.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38073,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000235,CARIOCA SHOPPING 1,119.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38074,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000235,CARIOCA SHOPPING 1,62.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38075,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000236,CARIOCA SHOPPING 2,21.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38076,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000236,CARIOCA SHOPPING 2,56.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38077,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000236,CARIOCA SHOPPING 2,113.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38078,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000236,CARIOCA SHOPPING 2,123.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
38079,04/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000242,CARIOCA SHOPPING 6,140.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
